Case,Dice,ASSD,Team
0002,0.7068348389296062,5.138147134586825,sofija_engelson
0013,0.5684256149095244,12.181402686682146,sofija_engelson
0015,0.7581582476531068,10.211872688102677,sofija_engelson
0039,0.7546296296296297,5.082250049063445,sofija_engelson
0061,0.34572356549981953,12.37531271596466,sofija_engelson
0065,0.6660201374825294,4.056766908511766,sofija_engelson
0089,0.6179956896551724,4.803857624294126,sofija_engelson
0112,0.5316783178290307,8.640273159406577,sofija_engelson
0124,0.5325639358474208,7.289794293797404,sofija_engelson
0130,0.40380221186363224,7.601629452909643,sofija_engelson
0132,0.5510702007319508,5.899216122635859,sofija_engelson
0140,0.5393884744651202,9.880165743632768,sofija_engelson
0142,0.7973745152582321,2.949116188836741,sofija_engelson
0175,0.5998339559983396,4.671069515552479,sofija_engelson
0180,0.4807586001615853,8.168351839365446,sofija_engelson
0188,0.7525676937441643,7.492285725438043,sofija_engelson
0201,0.17093922651933702,12.393973043506566,sofija_engelson
0206,0.8414593140551445,3.2578041465323806,sofija_engelson
0210,0.43476946334089195,6.666330265842834,sofija_engelson
0228,0.4804728241974736,12.329540380099719,sofija_engelson
0230,0.4630313020999195,7.005087150855933,sofija_engelson
0239,0.5124332289556087,4.741503228548435,sofija_engelson
0243,0.6401709401709401,2.3539950568191594,sofija_engelson
0246,0.1633479581505231,15.076304359138687,sofija_engelson
0252,0.6682328373792743,6.755390508473584,sofija_engelson
0264,0.8160519316909295,1.9105444791549302,sofija_engelson
0286,0.8305213736257303,2.6194558399066112,sofija_engelson
0303,0.3423768308921439,11.679964414111495,sofija_engelson
0311,0.6918904071963194,3.370173595286392,sofija_engelson
0314,0.6443732892630274,4.788501664851902,sofija_engelson
0318,0.8154967182111469,2.4157995023754735,sofija_engelson
0319,0.7521948456527896,2.7559117913687707,sofija_engelson
0324,0.7669491525423728,1.8858467434640387,sofija_engelson
0326,0.452932479053721,6.946594482082272,sofija_engelson
0336,0.5184999162899715,11.453818560158862,sofija_engelson
